,MAE,RMSE,SMAPE,R2
0,2.111810379764639,2.9339454075579527,1.704162192437559,0.9916072704180944
0,2.4930595052445828,3.339239707951325,1.9782526005936023,0.9891283774663238
0,2.928734375090624,3.774780569873529,2.3108228271835705,0.9861074299656768
0,2.0762235022688587,2.9005032443536303,1.6668131291784063,0.991797506703396
0,2.305041839214458,3.1579876703619822,1.831417438205622,0.9902765578853132
0,2.187083487167302,3.0076768220255583,1.7429181633101498,0.9911801436650898
