,MAE,RMSE,SMAPE,R2
0,3.811822360236289,5.0544137322515565,2.782033340830269,0.9750918914366706
0,2.1665441319069867,3.0081813183877557,1.7442788684267576,0.9911771845980905
0,2.5340476882130285,3.354838049103666,2.03779640041104,0.9890265726463442
0,2.0857322596583265,2.900580144073952,1.6921180721059303,0.991797071759699
0,3.593535414074825,4.748278973328282,2.6562180295819564,0.978017776112254
0,3.103490544852276,3.87306477921057,2.680799845450306,0.9853745682777768
