,MAE,RMSE,SMAPE,R2
0,0.0402048220553985,0.1037949404008276,0.152888043981724,0.9999955415606028
0,0.0361518800907153,0.0985488763962074,0.1454931675616895,0.9999959808533394
0,0.0351302689963879,0.0944359278105366,0.1432824759735883,0.9999963093317982
0,0.0423660176473602,0.1070441513264745,0.1640247525201911,0.9999952580563736
0,0.0487228163308901,0.116973132496427,0.187563552233765,0.9999943375713768
