,MAE,RMSE,SMAPE,R2
0,2.4557092690697933,3.328463628319139,1.9614522472942608,0.9891984319979332
0,3.04125951640944,4.033240834744516,2.3260619207260063,0.9841398429259688
0,2.3053635198625706,3.131274077489547,1.8507407906613975,0.9904403643907757
0,2.6211991455259374,3.465158970046966,2.05263396335493,0.9882930031965652
0,2.204900995040701,2.9807197403215064,1.8092275202078167,0.9913375356456088
0,2.13513140547426,2.949742358157393,1.7077158315995653,0.9915166508369244
